frame_id,est_x,est_y,gt_x,gt_y,track_state,n_candidates,n_matches,n_inliers,inlier_ratio,h_scale,ms
285,1065.7818,1978.8241,920.8958,2100.2920,1,0,767,735,0.9583,0.5869,162.1
286,1061.0388,1970.3809,914.7813,2092.9986,1,0,787,753,0.9568,0.5875,160.8
287,1056.4734,1961.7203,908.6331,2085.6650,1,0,750,708,0.9440,0.5857,163.6
288,1051.7259,1953.1044,902.4316,2078.2680,1,0,745,711,0.9544,0.5871,163.4
289,1047.1116,1944.3285,896.2064,2070.8426,1,0,753,719,0.9548,0.5885,165.2
290,1042.6370,1935.4987,890.0124,2063.4544,1,0,744,711,0.9556,0.5871,166.9
291,1037.8305,1926.4102,883.5540,2055.7508,1,0,730,703,0.9630,0.5898,178.9
292,1033.2440,1917.2831,877.1673,2048.1329,1,0,724,696,0.9613,0.5913,171.6
293,1028.8801,1907.8754,870.7344,2040.4598,1,0,730,698,0.9562,0.5920,183.8
294,1024.1397,1898.5200,864.1719,2032.6320,1,0,714,691,0.9678,0.5914,177.8
295,1019.6548,1889.0289,857.6479,2024.8503,1,0,737,720,0.9769,0.5917,182.7
296,1015.1269,1879.2944,850.9865,2016.9046,1,0,698,671,0.9613,0.5911,202.0
297,1010.6959,1869.5749,844.3724,2009.0153,1,0,708,692,0.9774,0.5906,233.2
298,1006.1807,1859.5356,837.5661,2000.8968,1,0,709,690,0.9732,0.5894,215.1
299,1001.8265,1849.5440,830.8497,1992.8856,1,0,708,682,0.9633,0.5906,162.0
300,997.4494,1839.3487,824.0236,1984.7434,1,0,685,663,0.9679,0.5913,186.4
301,992.9728,1829.0280,817.0947,1976.4787,1,0,691,672,0.9725,0.5903,164.0
302,988.6093,1818.5119,810.1162,1968.1549,1,0,693,675,0.9740,0.5887,155.5
303,984.2550,1807.8224,803.0562,1959.7337,1,0,681,661,0.9706,0.5872,168.8
304,979.9103,1796.9250,795.8978,1951.1952,1,0,670,660,0.9851,0.5860,159.9
305,975.4986,1785.9127,788.6552,1942.5563,1,0,680,666,0.9794,0.5853,167.4
306,971.0946,1774.6941,781.3142,1933.8000,1,0,666,645,0.9685,0.5850,160.4
307,966.8760,1763.2982,773.9624,1925.0309,1,0,669,652,0.9746,0.5852,153.6
308,962.6794,1751.8148,766.5767,1916.2212,1,0,696,675,0.9698,0.5857,223.7
309,958.4223,1740.1574,759.0803,1907.2795,1,0,689,670,0.9724,0.5852,208.0
310,954.1557,1728.3630,751.5125,1898.2527,1,0,713,693,0.9719,0.5850,252.4
311,949.9211,1716.4704,743.9096,1889.1840,1,0,677,660,0.9749,0.5849,207.7
312,945.6880,1704.3766,736.2082,1879.9978,1,0,687,668,0.9723,0.5843,198.9
313,941.3956,1692.2576,728.4700,1870.7678,1,0,697,669,0.9598,0.5833,174.5
314,937.3656,1680.0128,720.7781,1861.5930,1,0,712,688,0.9663,0.5853,174.4
315,933.0916,1667.5864,712.8961,1852.1914,1,0,700,673,0.9614,0.5841,180.0
316,928.9727,1655.2091,705.1023,1842.8950,1,0,714,689,0.9650,0.5847,252.1
317,924.7082,1642.5567,697.1130,1833.3654,1,0,710,675,0.9507,0.5834,187.8
318,920.5115,1629.8582,689.1289,1823.8421,1,0,690,655,0.9493,0.5830,195.7
319,916.3064,1617.0477,681.0863,1814.2489,1,0,690,644,0.9333,0.5816,180.3
320,912.1566,1604.2593,673.0773,1804.6958,1,0,697,641,0.9197,0.5815,175.8
321,908.0355,1591.1952,664.9445,1794.9950,1,0,706,653,0.9249,0.5807,165.2
322,904.7783,1578.8820,597.6733,1671.8647,1,0,697,627,0.8996,0.5812,173.7
323,900.0912,1565.8043,593.6527,1658.5852,1,0,723,644,0.8907,0.5765,159.0
324,895.6721,1551.8909,589.4227,1644.6146,1,0,714,648,0.9076,0.5796,165.8
325,891.6234,1538.6264,585.4039,1631.3410,1,0,728,665,0.9135,0.5793,160.6
326,887.4796,1525.2894,581.3570,1617.9747,1,0,712,643,0.9031,0.5799,151.3
327,883.6907,1512.1156,577.3851,1604.8563,1,0,753,684,0.9084,0.5783,157.7
328,879.2968,1498.2633,573.1742,1590.9486,1,0,750,676,0.9013,0.5789,167.5
329,875.9401,1485.3137,569.3008,1578.1554,1,0,726,628,0.8650,0.5858,154.7
330,871.1987,1471.2582,565.0044,1563.9652,1,0,752,660,0.8777,0.5776,158.3
331,868.2299,1458.7062,561.2738,1551.6439,1,0,751,651,0.8668,0.5792,156.0
332,863.9940,1444.6095,557.0085,1537.5561,1,0,764,665,0.8704,0.5761,166.1
333,860.2475,1431.4487,553.0437,1524.4614,1,0,756,657,0.8690,0.5789,159.9
334,855.4409,1416.7656,548.5678,1509.6781,1,0,756,670,0.8862,0.5788,164.2
335,851.7631,1403.2586,544.5128,1496.2853,1,0,753,661,0.8778,0.5798,163.9
336,847.8219,1389.4162,540.3427,1482.5122,1,0,780,677,0.8679,0.5810,160.3
337,844.6472,1375.7186,536.2771,1469.0844,1,0,760,635,0.8355,0.5900,154.0
338,840.1201,1362.1872,532.1441,1455.4337,1,0,772,677,0.8769,0.5812,157.0
339,835.9313,1347.3957,527.6900,1440.7225,1,0,760,657,0.8645,0.5831,151.5
340,832.5130,1333.7216,523.6105,1427.2486,1,0,755,626,0.8291,0.5906,158.6
341,828.0691,1319.1827,519.2050,1412.6981,1,0,733,629,0.8581,0.5840,155.1
342,823.9307,1304.7398,514.8518,1398.3202,1,0,744,635,0.8535,0.5842,155.2
343,820.2250,1290.7453,510.6592,1384.4731,1,0,716,621,0.8673,0.5873,155.0
344,816.4286,1276.6271,506.4248,1370.4875,1,0,745,634,0.8510,0.5883,152.3
345,812.9259,1262.9285,502.3314,1356.9678,1,0,758,634,0.8364,0.5870,154.4
346,808.5315,1247.9454,497.8069,1342.0241,1,0,731,625,0.8550,0.5885,156.6
347,804.6398,1233.6014,493.5018,1327.8052,1,0,745,641,0.8604,0.5890,169.5
348,800.7887,1219.0827,489.1517,1313.4376,1,0,693,591,0.8528,0.5899,163.2
349,797.2119,1205.0457,484.9582,1299.5873,1,0,708,598,0.8446,0.5892,150.8
350,793.2066,1190.4616,480.5770,1285.1171,1,0,705,601,0.8525,0.5909,155.6
351,789.3887,1175.8936,476.2160,1270.7135,1,0,703,594,0.8450,0.5901,163.0
352,785.6838,1161.4716,471.9050,1256.4750,1,0,723,607,0.8396,0.5912,153.7
353,782.4067,1147.6326,467.7916,1242.8892,1,0,678,566,0.8348,0.5934,155.4
354,778.0551,1132.2976,463.1731,1227.6351,1,0,689,589,0.8549,0.5926,147.5
355,774.2644,1117.5940,458.7768,1213.1148,1,0,691,589,0.8524,0.5903,151.8
356,770.5207,1103.0852,454.4384,1198.7860,1,0,682,587,0.8607,0.5939,151.9
357,766.9668,1088.8387,450.1887,1184.7502,1,0,687,583,0.8486,0.5936,150.1
358,762.7976,1073.5668,445.6030,1169.6044,1,0,649,557,0.8582,0.5958,149.4
359,759.0391,1058.8715,441.2117,1155.1007,1,0,623,540,0.8668,0.5965,150.5
360,755.1301,1044.0675,436.7776,1140.4557,1,0,603,517,0.8574,0.5972,150.6
361,751.4605,1029.3255,432.3808,1125.9338,1,0,627,531,0.8469,0.5971,143.1
362,747.6009,1014.3417,427.9010,1111.1378,1,0,601,511,0.8502,0.5980,150.1
363,743.9777,999.6317,423.5170,1096.6582,1,0,593,509,0.8583,0.5963,145.1
364,740.1767,984.5335,419.0104,1081.7736,1,0,569,485,0.8524,0.5962,145.5
365,736.6512,970.1074,414.7133,1067.5811,1,0,563,486,0.8632,0.5952,143.5
366,732.7984,954.8487,410.1578,1052.5352,1,0,551,485,0.8802,0.5971,146.2
367,729.2569,940.3922,405.8509,1038.3104,1,0,516,450,0.8721,0.5989,142.1
368,725.1730,924.9271,401.2188,1023.0113,1,0,518,452,0.8726,0.5991,143.5
369,721.5106,910.0856,396.7950,1008.4003,1,0,481,417,0.8669,0.5957,139.3
370,717.9347,896.1097,392.6185,994.6063,1,0,474,380,0.8017,0.5889,138.7
371,713.9633,880.1435,387.8569,978.8793,1,0,463,409,0.8834,0.5955,148.6
372,710.2205,865.2088,383.4005,964.1607,1,0,460,405,0.8804,0.5948,139.2
373,706.4749,849.8749,378.8331,949.0756,1,0,458,400,0.8734,0.5970,145.0
374,702.6805,834.6515,374.2923,934.0782,1,0,438,389,0.8881,0.5977,142.4
375,698.9429,819.6428,369.8159,919.2932,1,0,445,397,0.8921,0.5963,143.0
376,695.1092,804.2744,365.2315,904.1520,1,0,438,393,0.8973,0.5941,140.6
377,691.3657,789.0152,360.6851,889.1360,1,0,452,405,0.8960,0.5913,141.7
378,687.5723,773.6553,356.1065,874.0138,1,0,421,380,0.9026,0.5905,140.7
379,683.7005,758.2645,351.5128,858.8415,1,0,416,378,0.9087,0.5878,140.4
380,680.0768,742.9752,346.9681,843.8312,1,0,416,377,0.9062,0.5885,138.3
381,676.3996,727.4336,342.3489,828.5747,1,0,410,380,0.9268,0.5882,138.8
382,672.6267,712.1200,337.7848,813.5007,1,0,390,363,0.9308,0.5891,130.0
383,668.8191,696.4187,333.1104,798.0619,1,0,394,374,0.9492,0.5879,134.1
384,664.9103,680.9942,328.5042,782.8485,1,0,421,398,0.9454,0.5877,128.0
385,661.1512,665.2393,323.8190,767.3740,1,0,423,397,0.9385,0.5878,131.5
386,657.4014,649.6626,319.1840,752.0653,1,0,411,389,0.9465,0.5884,129.8
387,653.6485,634.1165,314.5571,736.7838,1,0,414,396,0.9565,0.5875,132.5
388,649.8939,618.4092,309.8855,721.3541,1,0,413,383,0.9274,0.5876,122.7
389,646.2849,602.8976,305.2803,706.1442,1,0,435,413,0.9494,0.5880,125.5
390,642.3633,586.9665,300.5326,690.4632,1,0,411,384,0.9343,0.5879,130.3
391,638.6512,571.2277,295.8557,675.0165,1,0,438,408,0.9315,0.5878,126.6
392,634.8589,555.3790,291.1417,659.4469,1,0,430,407,0.9465,0.5876,124.5
393,631.1524,539.4906,286.4238,643.8647,1,0,415,391,0.9422,0.5871,123.1
394,627.5476,523.7954,281.7681,628.4877,1,0,433,405,0.9353,0.5879,125.1
395,623.9348,508.1186,277.1168,613.1253,1,0,420,386,0.9190,0.5892,122.6
396,619.8182,491.6515,272.2041,596.8993,1,0,432,406,0.9398,0.5863,124.0
397,616.1288,475.6771,267.4638,581.2430,1,0,421,397,0.9430,0.5864,121.9
398,612.5675,459.9970,262.8159,565.8920,1,0,422,395,0.9360,0.5885,124.8
399,608.5645,443.3483,257.8623,549.5311,1,0,431,396,0.9188,0.5859,117.3
400,604.8945,427.2934,253.1013,533.8064,1,0,445,413,0.9281,0.5861,118.8
401,601.2209,411.1150,248.3058,517.9678,1,0,455,425,0.9341,0.5865,116.1
